"risk_level","total_transactions"
"-90.17692","1"
"-96.49931","1"
"-104.859047","1"
"-116.790228","1"
"-98.578453","1"
"-90.980542","1"
"-124.043159","1"
"-86.042666","1"
"-112.855696","1"
"-90.378434","1"
"-93.960864","1"
"-85.92926700000001","1"
"-95.365208","1"
"-72.858535","1"
"-91.988833","1"
"-91.54070300000001","1"
"-73.35296600000001","1"
"-99.466329","1"
"-97.138901","1"
"-87.68884399999999","1"
"-82.718637","1"
"-91.66431","1"
"-75.173665","1"
"-73.113153","1"
"-88.088202","1"
"-80.91534","1"
"-116.671462","1"
"-123.02981799999999","1"
"-82.442235","1"
"-89.552335","1"
"-84.036125","1"
"-85.796662","1"
"-96.39256","1"
"-98.745397","1"
"-69.37279699999999","1"
"-97.442415","1"
"-73.143026","1"
"-89.4847","1"
"-97.91913199999999","1"
"-105.39696299999999","1"
"-92.09176","1"
"-97.962386","1"
"-95.244233","1"
"-81.50637900000001","1"
"-84.89978","1"
"-91.51658499999999","1"
"-94.772186","1"
"-87.16036899999999","1"
"-73.578239","1"
"-82.517014","1"
"-73.800896","1"
"-98.676911","1"
"-85.556853","1"
"-122.65537900000001","1"
"-87.73357800000001","1"
"-96.857282","1"
"-78.06612","1"
"-92.775984","1"
"-87.533116","1"
"-114.1617","1"
"-106.37851699999999","1"
"-82.50108399999999","1"
"-80.691347","1"
"-97.27815799999999","1"
"-93.70979","1"
"-83.746381","1"
"-90.484688","1"
"-124.448054","1"
"-86.733464","1"
"-87.579959","1"
"-123.87468600000001","1"
"-99.747087","1"
"-123.06453300000001","1"
"-84.741276","1"
"-69.14339100000001","1"
"-95.940979","1"
"-155.213666","1"
"-83.56282","1"
"-118.106596","1"
"-75.73393100000001","1"
"-88.628462","1"
"-80.087418","1"
"-101.903894","1"
"-87.22747199999999","1"
"-90.55556899999999","1"
"-86.630716","1"
"-78.686622","1"
"-86.955007","1"
"-94.993654","1"
"-92.23765","1"
"-79.116548","1"
"-95.492623","1"
"-69.27000799999999","1"
"-97.246623","1"
"-91.62875","1"
"-92.30877","1"
"-82.351508","1"
"-116.55405800000001","1"
"-72.009419","1"
"-85.34463000000001","1"
"-90.38509499999999","1"
"-96.05860899999999","1"
"-97.62583000000001","1"
"-83.40278","1"
"-117.97500900000001","1"
"-101.342376","1"
"-81.037083","1"
"-85.303782","1"
"-86.16879499999999","1"
"-87.431063","1"
"-86.149372","1"
"-99.454161","1"
"-69.813829","1"
"-78.280688","1"
"-83.466952","1"
"-81.015794","1"
"-88.678733","1"
"-73.540476","1"
"-110.16899699999999","1"
"-121.38568899999999","1"
"-77.734612","1"
"-83.426851","1"
"-75.550598","1"
"-92.571993","1"
"-88.281821","1"
"-73.002025","1"
"-83.364981","1"
"-78.818679","1"
"-90.17354399999999","1"
"-88.62653399999999","1"
"-90.729105","1"
"-95.904563","1"
"-87.14366700000001","1"
"-88.39433199999999","1"
"-84.18719200000001","1"
"-124.169054","1"
"-71.702336","1"
"-116.90463799999999","1"
"-110.986916","1"
"-83.07964799999999","1"
"-105.99004","1"
"-113.09651000000001","1"
"-88.253985","1"
"-83.211609","1"
"-119.23653700000001","1"
"-80.788881","1"
"-107.5127","1"
"-93.86952600000001","1"
"-106.112747","1"
"-113.85880900000001","1"
"-96.423505","1"
"-117.6087","1"
"-82.88075500000001","1"
"-89.76035999999999","1"
"-73.925135","1"
"-86.20952","1"
"-97.472027","1"
"-85.97965400000001","1"
"-98.704511","1"
"-91.82274100000001","1"
"-91.282123","1"
"-84.271682","1"
"-123.787676","1"
"-87.532663","1"
"-88.275002","1"
"-84.12562","1"
"-124.565752","1"
"-90.807328","1"
"-95.690037","1"
"-83.849094","1"
"-81.824548","1"
"-88.849947","1"
"-74.053907","1"
"-86.544903","1"
"-110.157307","1"
"-101.757948","1"
"-86.705887","1"
"-97.66939","1"
"-93.57918199999999","1"
"-70.682138","1"
"-95.769703","1"
"-83.176624","1"
"-122.774431","1"
"-96.01389499999999","1"
"-81.653748","1"
"-73.039638","1"
"-122.80753899999999","1"
"-86.222666","1"
"-107.34251200000001","1"
"-123.410081","1"
"-117.627374","1"
"-110.30144399999999","1"
"-89.873281","1"
"-76.39454","1"
"-93.612573","1"
"-92.755569","1"
"-90.251235","1"
"-89.474255","1"
"-87.099829","1"
"-83.463077","1"
"-97.473967","1"
"-91.059851","1"
"-76.26479599999999","1"
"-97.882522","1"
"-118.187274","1"
"-97.222575","1"
"-84.26195200000001","1"
"-73.646191","1"
"-78.16540400000001","1"
"-78.973681","1"
"-85.559441","1"
"-98.007711","1"
"-97.42371899999999","1"
"-73.393149","1"
"-99.48923","1"
"-91.977237","1"
"-82.357905","1"
"-87.66094","1"
"-79.751811","1"
"-79.706176","1"
"-75.508234","1"
"-116.41064399999999","1"
"-78.66013199999999","1"
"-96.769068","1"
"-110.39315800000001","1"
"-74.627333","1"
"-91.383436","1"
"-87.34745600000001","1"
"-109.53560900000001","1"
"-83.584807","1"
"-94.871537","1"
"-73.525702","1"
"-101.387764","1"
"-84.278632","1"
"-89.11586199999999","1"
"-96.45055500000001","1"
"-89.17460600000001","1"
"-104.751487","1"
"-95.875226","1"
"-80.591976","1"
"-79.587148","1"
"-78.328515","1"
"-88.516708","1"
"-100.992496","1"
"-95.34057","1"
"-101.56715200000001","1"
"-83.67854100000001","1"
"-107.98016299999999","1"
"-84.626253","1"
"-98.905389","1"
"-87.76945","1"
"-75.809701","1"
"-87.95459100000001","1"
"-89.030787","1"
"-89.220677","1"
"-85.335449","1"
"-79.963819","1"
"-109.10298999999999","1"
"-69.764966","1"
"-86.006697","1"
"-117.243298","1"
"-87.564945","1"
"-110.70678899999999","1"
"-90.476444","1"
"-75.945038","1"
"-100.82239100000001","1"
"-98.64904","1"
"-81.760293","1"
"-93.35358000000001","1"
"-95.412313","1"
"-101.175496","1"
"-74.657795","1"
"-95.65629100000001","1"
"-122.206643","1"
"-79.154251","1"
"-87.95500899999999","1"
"-81.00484200000001","1"
"-122.158455","1"
"-80.530744","1"
"-90.66643499999999","1"
"-79.076727","1"
"-111.171194","1"
"-86.95479300000001","1"
"-99.302817","1"
"-74.32580300000001","1"
"-74.54833599999999","1"
"-111.750363","1"
"-80.607636","1"
"-86.145792","1"
"-86.054737","1"
"-89.517031","1"
"-90.594925","1"
"-89.71548299999999","1"
"-91.087502","1"
"-106.844219","1"
"-109.99423600000001","1"
"-88.091504","1"
"-86.182314","1"
"-86.843052","1"
"-101.372972","1"
"-71.376273","1"
"-91.571466","1"
"-96.67915699999999","1"
"-99.153746","1"
"-83.887571","1"
"-97.965434","1"
"-68.22861","1"
"-78.41274200000001","1"
"-99.422742","1"
"-73.300374","1"
"-90.62062399999999","1"
"-81.261724","1"
"-88.152383","1"
"-88.266506","1"
"-80.877827","1"
"-105.108878","1"
"-121.610459","1"
"-81.72558599999999","1"
"-87.549563","1"
"-98.698298","1"
"-82.68328100000001","1"
"-97.197478","1"
"-99.960526","1"
"-74.408377","1"
"-109.268454","1"
"-84.93024399999999","1"
"-72.989704","1"
"-86.36930699999999","1"
"-111.069795","1"
"-110.590267","1"
"-75.532821","1"
"-95.84786899999999","1"
"-117.58052099999999","1"
"-96.877286","1"
"-83.906242","1"
"-74.940931","1"
"-77.393898","1"
"-112.696458","1"
"-75.889263","1"
"-80.754465","1"
"-155.521872","1"
"-75.727985","1"
"-89.077282","1"
"-87.14287","1"
"-82.999942","1"
"-81.84544","1"
"-104.64815899999999","1"
"-71.684034","1"
"-89.616687","1"
"-112.703138","1"
"-96.70658399999999","1"
"-109.82101200000001","1"
"-98.100583","1"
"-90.924697","1"
"-99.73700600000001","1"
"-93.096252","1"
"-82.156678","1"
"-76.415421","1"
"-105.35125500000001","1"
"-70.335737","1"
"-166.61001000000002","1"
"-91.956714","1"
"-166.11643600000002","1"
"-83.37733399999999","1"
"-90.702403","1"
"-83.703113","1"
"-75.359713","1"
"-91.287142","1"
"-88.531463","1"
"-82.867747","1"
"-92.176633","1"
"-78.698127","1"
"-73.659904","1"
"-81.407652","1"
"-89.961962","1"
"-69.445923","1"
"-95.833157","1"
"-99.11495","1"
"-73.30290600000001","1"
"-101.594273","1"
"-84.680025","1"
"-104.97216100000001","1"
"-89.055262","1"
"-72.879632","1"
"-89.59563100000001","1"
"-83.615948","1"
"-97.960528","1"
"-123.763682","1"
"-110.58901999999999","1"
"-120.35558799999998","1"
"-104.52786400000001","1"
"-93.287937","1"
"-83.566369","1"
"-96.81053399999999","1"
"-69.60152099999999","1"
"-123.64248899999998","1"
"-87.302559","1"
"-94.917486","1"
"-124.51228200000001","1"
"-94.616364","1"
"-106.14523500000001","1"
"-76.258326","1"
"-78.793165","1"
"-86.613515","1"
"-83.242588","1"
"-87.676289","1"
"-77.870273","1"
"-88.598793","1"
"-98.143283","1"
"-72.472167","1"
"-82.397406","1"
"-83.40675","1"
"-73.493363","1"
"-82.692559","1"
"-120.27640900000002","1"
"-73.68656","1"
"-83.838563","1"
"-84.525157","1"
"-87.185498","1"
"-85.14621899999999","1"
"-97.67971999999999","1"
"-82.038585","1"
"-79.909214","1"
"-87.761691","1"
"-84.476996","1"
"-93.901969","1"
"-89.496305","1"
"-98.742228","1"
"-123.21824699999999","1"
"-83.13282099999999","1"
"-105.68711699999999","1"
"-119.122353","1"
"-122.18684499999999","1"
"-81.85250400000001","1"
"-79.675159","1"
"-90.338078","1"
"-81.989465","1"
"-85.731133","1"
"-98.94149399999999","1"
"-87.181925","1"
"-86.39285600000001","1"
"-94.952742","1"
"-95.957527","1"
"-93.443766","1"
"-74.25759000000001","1"
"-82.442581","1"
"-88.35053","1"
"-82.837843","1"
"-84.77334599999999","1"
"-121.98963300000001","1"
"-98.324606","1"
"-83.28042099999999","1"
"-79.825551","1"
"-91.138115","1"
"-88.118939","2"
"-90.800453","1"
"-75.538416","1"
"-83.19556","1"
"-68.188937","1"
"-106.97526699999999","1"
"-73.242975","1"
"-93.04364","1"
"-108.66763600000002","1"
"-87.163133","1"
"-88.482043","1"
"-72.72940899999999","1"
"-97.49797","1"
"-75.33417299999999","1"
"-90.583765","1"
"-96.419123","1"
"-83.838474","1"
"-73.849393","1"
"-81.86226500000001","1"
"-96.342073","1"
"-90.353041","1"
"-95.29301600000001","1"
"-78.650255","1"
"-88.58849000000001","1"
"-74.657756","1"
"-74.505985","1"
"-81.844489","1"
"-89.043224","1"
"-92.882524","1"
"-87.43517299999999","1"
"-101.60714300000001","1"
"-87.437844","1"
"-88.613502","1"
"-90.799564","1"
"-81.341254","1"
"-116.751081","1"
"-97.30715500000001","1"
"-87.587734","1"
"-81.65745","1"
"-83.781912","1"
"-75.463454","1"
"-121.96336399999998","1"
"-118.414755","1"
"-110.145794","1"
"-88.95152399999999","1"
"-72.679315","1"
"-88.671386","1"
"-91.287272","1"
"-89.35358000000001","1"
"-86.678985","1"
"-83.62686","1"
"-85.265064","1"
"-86.222982","1"
"-91.079931","1"
"-72.35655200000001","1"
"-82.647212","1"
"-84.021351","1"
"-106.40471200000002","1"
"-81.319921","1"
"-97.018937","1"
"-90.729612","1"
"-90.820945","1"
"-86.610773","1"
"-87.09971800000001","1"
"-122.07713500000001","1"
"-81.169022","1"
"-78.490613","1"
"-92.71136800000001","1"
"-91.150136","1"
"-83.261353","1"
"-94.097347","1"
"-104.751374","1"
"-88.849648","1"
"-117.03088100000001","1"
"-73.31671300000001","1"
"-76.41996400000001","1"
"-84.695014","1"
"-110.741064","1"
"-73.238557","1"
"-81.980349","1"
"-96.400415","1"
"-88.081704","1"
"-89.689769","1"
"-96.757385","1"
"-83.972161","1"
"-88.83020400000001","1"
"-90.79253","1"
"-76.43669399999999","1"
"-76.950923","1"
"-95.11460699999999","1"
"-91.737811","1"
"-90.904517","1"
"-79.415508","1"
"-81.50945","1"
"-99.059634","1"
"-86.15419","1"
"-117.364355","1"
"-118.664126","1"
"-84.666965","1"
"-82.986009","1"
"-89.89835","1"
"-95.32830899999999","1"
"-77.658307","1"
"-72.39813000000001","1"
"-98.309205","1"
"-88.659369","1"
"-121.868113","1"
"-122.270753","1"
"-117.86246299999999","1"
"-82.683767","1"
"-96.917294","1"
"-84.32084300000001","1"
"-97.77600699999999","1"
"-87.479862","1"
"-105.00316699999999","1"
"-73.687995","1"
"-83.456159","1"
"-102.859911","1"
"-93.111963","1"
"-83.912237","2"
"-82.560037","1"
"-97.735426","1"
"-85.371278","1"
"-117.916021","1"
"-124.47743","1"
"-91.69530400000001","1"
"-97.23733399999999","1"
"-83.832899","1"
"-93.32763","1"
"-87.918133","1"
"-96.196885","1"
"-77.061017","1"
"-99.206336","1"
"-96.264883","1"
"-84.487189","1"
"-84.68463299999999","1"
"-89.256822","1"
"-81.97731800000001","1"
"-74.765771","1"
"-95.469335","1"
"-87.92716","1"
"-124.547168","1"
"-100.187445","1"
"-83.41273699999999","1"
"-118.52971200000002","1"
"-84.182139","1"
"-108.973055","1"
"-99.610857","1"
"-71.935343","1"
"-87.231414","1"
"-78.478773","1"
"-82.510749","1"
"-90.154893","1"
"-86.48203000000001","1"
"-82.34683199999999","1"
"-76.95458599999999","1"
"-90.415944","1"
"-72.191135","1"
"-81.743972","1"
"-86.300146","1"
"-105.713323","1"
"-87.086967","1"
"-84.168595","1"
"-74.093304","1"
"-93.009742","1"
"-85.312012","1"
"-86.604465","1"
"-86.478062","1"
"-82.42563100000001","1"
"-101.04769399999999","1"
"-85.857889","1"
"-97.820542","1"
"-95.395969","1"
"-88.476325","1"
"-84.191765","1"
"-85.951213","1"
"-119.31541299999999","1"
"-105.48311100000001","1"
"-164.739811","1"
"-86.96208399999999","1"
"-96.42137199999999","1"
"-86.298404","1"
"-85.82611899999999","1"
"-87.113715","1"
"-124.118614","1"
"-117.16622","1"
"-96.611581","1"
"-117.90693300000001","1"
"-73.174276","1"
"-85.978693","1"
"-89.467734","1"
"-82.056046","1"
"-81.92107","1"
"-123.50667299999999","1"
"-75.83349799999999","1"
"-84.515376","1"
"-73.444266","1"
"-99.909335","1"
"-98.42363","1"
"-72.25308199999999","1"
"-96.843942","1"
"-73.258775","1"
"-83.57572900000001","1"
"-100.550972","1"
"-123.361865","1"
"-91.515425","1"
"-94.261115","1"
"-94.415963","1"
"-111.2262","1"
"-73.179908","1"
"-117.30958100000001","1"
"-95.296379","1"
"-111.995857","1"
"-87.847916","1"
"-117.75801499999999","1"
"-94.734985","1"
"-93.78986","1"
"-74.19573299999999","1"
"-96.036702","1"
"-89.898445","1"
"-95.862742","1"
"-109.24785200000001","1"
"-84.71112600000001","1"
"-73.425736","1"
"-92.851108","1"
"-91.589878","1"
"-87.180784","1"
"-94.91828000000001","1"
"-94.916004","1"
"-80.810226","1"
"-82.50116700000001","1"
"-83.769184","1"
"-83.111648","1"
"-100.85855699999999","1"
"-112.90118600000001","1"
"-75.572616","1"
"-93.393279","1"
"-81.60081600000001","1"
"-84.96730699999999","1"
"-82.183317","1"
"-118.235556","1"
"-91.632951","1"
"-95.153049","1"
"-77.459935","1"
"-118.883426","1"
"-86.309851","1"
"-74.180322","1"
"-85.705991","1"
"-78.07462199999999","1"
"-97.179951","1"
"-104.66215600000001","1"
"-98.429243","1"
"-82.39761999999999","1"
"-81.363286","1"
"-80.840878","1"
"-99.301794","1"
"-93.260378","1"
"-78.087386","1"
"-76.433146","1"
"-76.200422","1"
"-95.531635","1"
"-80.90688399999999","1"
"-122.34628400000001","1"
"-83.087773","1"
"-88.356063","1"
"-124.54946299999999","1"
"-97.038816","1"
"-83.58757800000001","1"
"-93.351743","1"
"-110.26965600000001","1"
"-124.50147","1"
"-81.680818","1"
"-109.40993300000001","1"
"-85.57892199999999","1"
"-80.738788","1"
"-91.785354","1"
"-96.96036","1"
"-78.947396","1"
"-82.138912","1"
"-86.98863399999999","1"
"-86.573349","1"
"-84.969222","1"
"-86.68790200000001","1"
"-88.4107","1"
"-88.571813","1"
"-91.03208000000001","1"
"-76.659999","1"
"-99.627392","1"
"-72.395668","1"
"-81.48071999999999","1"
"-83.321333","1"
"-117.21671299999998","1"
"-72.06250899999999","1"
"-90.845805","1"
"-86.254711","1"
"-96.000413","1"
"-91.865666","1"
"-83.99613599999999","1"
"-82.184766","1"
"-107.75928300000001","1"
"-71.010098","1"
"-83.367651","1"
"-91.350584","1"
"-79.893301","1"
"-95.95909300000001","1"
"-87.67915500000001","1"
"-74.801141","1"
"-90.397646","1"
"-72.021761","1"
"-73.635777","1"
"-78.54593","1"
"-74.825576","1"
"-85.531577","1"
"-77.954122","1"
"-89.311577","1"
"-87.363651","1"
"-82.262826","1"
"-81.57217299999999","1"
"-82.89129100000001","1"
"-78.437275","1"
"-123.09028799999999","1"
"-96.592562","1"
"-90.84099300000001","1"
"-76.600596","1"
"-78.996387","1"
"-94.834868","1"
"-106.054324","1"
"-69.305594","1"
"-98.088211","1"
"-122.28966299999999","1"
"-91.420715","1"
"-75.59276700000001","1"
"-111.332376","1"
"-99.567471","1"
"-94.112872","1"
"-96.623276","1"
"-117.278159","1"
"-91.408079","1"
"-110.257654","1"
"-81.623733","1"
"-72.96802","1"
"-84.804749","1"
"-83.585676","1"
"-96.25161","1"
"-96.976396","1"
"-109.09850700000001","1"
"-111.46071200000002","1"
"-80.965941","1"
"-79.362267","1"
"-95.293405","1"
"-83.317222","1"
"-90.56782700000001","1"
"-105.448198","1"
"-99.173135","1"
"-81.82674300000001","1"
"-95.189657","1"
"-97.57134","1"
"-94.91901","1"
"-116.89962","1"
"-104.59312299999999","1"
"-79.175089","1"
"-123.845855","1"
"-90.873387","1"
"-88.832815","1"
"-109.749379","1"
"-97.679304","1"
"-83.49013000000001","1"
"-86.604381","1"
"-88.421673","1"
"-96.60796500000001","1"
"-85.61699200000001","1"
"-90.065213","1"
"-87.337665","1"
"-96.459189","1"
"-166.06974499999998","1"
"-91.55792","1"
"-85.969041","1"
"-77.5573","1"
"-107.68821200000001","1"
"-99.233951","1"
"-90.851762","1"
"-93.668054","1"
"-84.09938100000001","1"
"-124.326224","1"
"-86.43589899999999","1"
"-85.873592","1"
"-92.66730600000001","1"
"-95.04985500000001","1"
"-79.358438","1"
"-85.167879","1"
"-82.584877","1"
"-76.354422","1"
"-82.66658100000001","1"
"-86.620453","1"
"-81.579511","1"
"-108.75405900000001","1"
"-79.05220600000001","1"
"-78.363332","1"
"-84.45739499999999","1"
"-82.611109","1"
"-88.195432","1"
"-100.769565","1"
"-90.13539399999999","1"
"-108.729592","1"
"-81.907985","1"
"-84.215599","1"
"-88.67798499999999","1"
"-97.946274","2"
"-74.238215","1"
"-73.410248","1"
"-111.56030700000001","1"
"-86.377921","1"
"-85.445693","1"
"-81.956535","1"
"-110.508109","1"
"-82.816328","1"
"-166.64323100000001","1"
"-77.99278199999999","1"
"-113.82184699999999","1"
"-97.418999","1"
"-95.851003","1"
"-86.596338","1"
"-81.75503499999999","1"
"-99.967439","1"
"-76.23745600000001","1"
"-94.765594","1"
"-82.703436","1"
"-91.27118","1"
"-104.756781","1"
"-124.418085","1"
"-81.93727","1"
"-97.977476","1"
"-110.912803","1"
"-96.50099300000001","1"
"-105.962258","1"
"-89.727238","1"
"-109.809858","1"
"-117.1398","1"
"-73.92621199999999","1"
"-96.00800699999999","1"
"-83.300365","1"
"-100.85539200000001","1"
"-83.149262","1"
"-90.155697","1"
"-113.824928","1"
"-90.89223","1"
"-79.520041","1"
"-112.33178000000001","1"
"-87.882979","1"
"-85.55386","1"
"-86.40379399999999","1"
"-90.472275","1"
"-78.118535","1"
"-86.281715","1"
"-99.88416","1"
"-88.961703","1"
"-105.357785","1"
"-98.95776","1"
"-91.056152","1"
"-83.666739","1"
"-83.294625","1"
"-87.803099","1"
"-82.79662900000001","1"
"-122.69840400000001","1"
"-92.512869","1"
"-87.093191","1"
"-123.06646299999998","1"
"-97.05510600000001","1"
"-95.428876","1"
"-74.087035","1"
"-111.84988500000001","1"
"-99.613111","1"
"-86.631509","1"
"-74.88849599999999","1"
"-93.673906","1"
"-73.581921","1"
"-91.916376","1"
"-70.663777","1"
"-74.98595300000001","1"
"-98.568506","1"
"-71.746049","1"
"-79.01556","1"
"-79.699656","1"
"-95.235787","1"
"-86.59480400000001","1"
"-117.25872199999999","1"
"-84.066304","1"
"-88.333805","1"
"-155.698972","1"
"-122.558544","2"
"-72.66585400000001","1"
"-95.717465","1"
"-76.85531800000001","1"
"-99.729088","1"
"-97.70083699999999","1"
"-82.00901800000001","1"
"-85.910596","1"
"-92.985242","1"
"-87.248177","1"
"-110.50676899999999","1"
"-105.43073899999999","1"
"-118.239727","1"
"-90.728038","1"
"-110.23631100000001","1"
"-90.275812","1"
"-104.733485","1"
"-80.526623","1"
"-80.050276","1"
"-82.935249","1"
"-80.073313","1"
"-109.22600600000001","1"
"-71.442273","1"
"-117.183136","1"
"-121.772925","1"
"-74.233384","1"
"-91.801223","1"
"-95.15162","1"
"-95.988777","1"
"-81.797304","1"
"-89.503733","1"
"-72.69511700000001","1"
"-76.505597","1"
"-82.048377","1"
"-156.816541","1"
"-83.9904","1"
"-87.02869399999999","1"
"-72.602824","1"
"-98.96204300000001","1"
"-73.93759","1"
"-103.990763","1"
"-77.110504","1"
"-99.85899","1"
"-91.689753","1"
"-73.781436","1"
"-103.954945","1"
"-108.89000300000001","1"
"-92.134597","1"
"-96.230944","1"
"-90.046848","1"
"-113.99645500000001","1"
"-79.642979","1"
"-83.495852","1"
"-112.465558","1"
"-82.140638","1"
"-74.722195","1"
"-98.381264","1"
"-85.099378","1"
"-98.46493000000001","1"
"-89.028524","1"
"-75.766987","1"
"-90.64291300000001","1"
"-91.542762","1"
"-80.37748","1"
"-74.414399","1"
"-74.109411","1"
"-98.946173","1"
"-122.267399","1"
"-96.980981","1"
"-79.529706","1"
"-70.810867","1"
"-85.69123499999999","1"
"-93.174075","1"
"-72.79755899999999","1"
"-88.255835","1"
"-123.633806","1"
"-79.52634","1"
"-86.75963","1"
"-83.191286","1"
"-93.58359","1"
"-85.96712","1"
"-95.605375","1"
"-83.92621","1"
"-97.035586","1"
"-97.91436800000001","1"
"-75.61936800000001","1"
"-84.497664","1"
"-88.372738","1"
"-76.738708","1"
"-82.399653","1"
"-112.768598","1"
"-96.222631","1"
"-110.471526","1"
"-92.835465","1"
"-93.159227","1"
"-86.76861099999999","1"
"-77.439486","1"
"-105.06575900000001","1"
"-97.062454","1"
"-87.15672099999999","1"
"-74.447542","1"
"-96.252205","1"
"-70.726722","1"
"-93.218971","1"
"-94.523964","1"
"-68.481239","1"
"-117.55022","1"
"-82.504673","1"
"-90.214698","1"
"-91.603732","1"
"-120.771693","1"
"-73.988173","1"
"-95.471559","1"
"-73.700965","1"
"-89.305066","1"
"-79.801514","1"
"-88.133587","1"
"-81.177867","1"
"-85.527976","1"
"-88.824702","1"
"-85.466987","1"
"-87.22829300000001","1"
